sm,ft,ma,gt
O=c1[c-](CC[S@](=O)c2ccccc2)c(=O)n(-c2ccccc2)n1-c1ccccc1,[-2.086894  -3.0680442  4.4148397 ...  0.         0.         0.       ],[False False  True False False],[ 0.07699609  0.90233177 -0.96661608 -0.46433104  0.29152105]
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,[14.166594 -4.965842  7.811138 ...  0.        0.        0.      ],[False  True False False False],[ 0.23979818  0.94150665 -0.28991607 -0.85837739 -0.24566881]
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,"[-13.559213   18.409632   -3.6578498 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.08208335  0.94886837 -0.93353158 -0.81406858  0.22882483]
CCCCCCCCN(C)C,[-6.2210617  5.2347436 -4.6139565 ...  0.         0.         0.       ],[False False False False  True],[-0.05706491  0.94492701 -0.44188001 -0.20421799  0.19556541]
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@@H]1O,[-5.6289444  5.906472   1.3432226 ...  0.         0.         0.       ],[ True False False False False],[-0.32082253  0.25698734 -0.78660367 -0.9544532  -0.26182371]
NC(=S)Nc1cccc(Cl)c1,[ 2.3118558 -3.3681517 -3.0645082 ...  0.         0.         0.       ],[False False False False  True],[-0.54987603  0.81339066 -0.97234606 -0.83732359  0.58847007]
C=CCl,[15.062229 -3.494596 13.299271 ...  0.        0.        0.      ],[False False False False  True],[ 0.34871559 -0.13386745 -0.80072375 -0.86494143 -0.19911308]
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,"[  1.373189   -2.7170208 -11.552695  ...   0.          0.
   0.       ]",[False False  True  True  True],[-0.24371137  0.94685838 -0.7754173  -0.71297263  0.14456763]
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2CCCF,[-2.9479122  2.9905243 -7.123304  ...  0.         0.         0.       ],[False  True False False False],[-0.93918919 -0.18345643 -0.26857822 -0.45518516 -0.12518933]
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,[-1.211149  -5.467984   3.4699612 ...  0.         0.         0.       ],[False False False False  True],[ 0.77335202  0.79256804 -0.94352338 -0.80793009 -0.13747228]
CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)[O-],"[ 0.5519781  -2.3707604   0.33223116 ...  0.          0.
  0.        ]",[False False  True False False],[ 0.6196134   0.90742134 -0.27465857 -0.85252424 -0.56778702]
COP(=S)(OC)Oc1cc(C(C)C)ccc1C,[12.373781  -5.4860883  5.7405167 ...  0.         0.         0.       ],[False False False False  True],[-0.48532336  0.81405432 -0.86427236 -0.93309223  0.0075388 ]
CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,"[-10.387055   -2.7291956  -3.1971688 ...   0.          0.
   0.       ]",[False  True False False False],"[ 2.41977517e-04  3.42392910e-01 -7.32846926e-01 -7.95954431e-01
  6.51081484e-01]"
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"[-10.763241   -1.0513086   1.4733518 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.15143074  0.72491749 -0.92016728 -0.20143129  0.48115299]
CC(C)=CCCC(C)CC#N,[-5.751631  9.517312  5.504336 ...  0.        0.        0.      ],[False False False False  True],[-0.11305776  0.96599761 -0.64759476 -0.73453807 -0.48381375]
S=C=Nc1cccc2ccccc12,[-4.1948137 -0.7687614 -3.1356897 ...  0.         0.         0.       ],[False False False False  True],[ 0.24598966  0.78848318  0.30422958 -0.83415151  0.18669623]
CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,[19.107517 -7.036645 10.539507 ...  0.        0.        0.      ],[False False False False  True],[-0.11578834  0.50956854 -0.82862388 -0.56244979  0.38669623]
CC(C)NC[C@H](COc1cccc2ccccc12)OC(=O)C1CC1,[10.971809   3.8039317  3.7788446 ...  0.         0.         0.       ],[ True False False False False],[ 0.49002979  0.68635445 -0.30574665 -0.5433896   0.77521544]
NCC(O)c1cccc(O)c1,[ 30.878918 -13.371109  20.713379 ...   0.         0.         0.      ],[False False False False  True],[-0.21317642  0.80774774 -0.86220591 -0.87875489  0.02128603]
Cc1c(CN2CCOC(c3ccccc3)C2C)c(=O)n(-c2ccccc2)n1C,"[-8.562326    6.195558   -0.37104642 ...  0.          0.
  0.        ]",[False False False False  True],[-0.12135308  0.67925221 -0.49854905 -0.70565281  0.28070953]
COc1coc(CSP(=O)(OC)OC)cc1=O,"[-2.8318665   7.9721127  -0.05808759 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.67287848  0.93484898 -0.94721989  0.16440359  0.68292683]
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,[12.977831 -8.987892  8.914389 ...  0.        0.        0.      ],[False False False False  True],[ 0.44250898  0.80587723 -0.38640237 -0.85697674 -0.00709534]
CCOS(=O)(=O)OCC,"[-0.43486357 -3.6897662   3.4270546  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.73980766  0.94117038  0.15715812 -0.27273395 -0.13392461]
CCN(COC)N=O,"[-7.103332   -1.8137041   0.18262875 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.03347883  0.73650058 -0.70148996 -0.69265085 -0.09135255]
C=CN,[-8.082287   1.4503213 -1.6324387 ...  0.         0.         0.       ],[False False False False  True],[ 0.48055798  0.88161972 -0.79489828 -0.90452801 -0.52283814]
CNC(C)=O,[ 5.141386  -8.556249   0.1666739 ...  0.         0.         0.       ],[False False False False  True],[-0.1865564  -0.40952676  0.02524128 -0.92357553 -0.61241685]
CCN(CC)C(=O)CCC(C)=O,"[ 0.18764853  2.559642   -1.7757895  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.35817067  0.33415846 -0.60346168 -0.45387963 -0.43902439]
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,[ 24.971811 -14.145266  12.058041 ...   0.         0.         0.      ],[False False False False  True],[ 0.40096179 -0.93973412 -0.8441051  -0.41665002 -0.49844789]
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,[16.004282   2.0692673  6.6148787 ...  0.         0.         0.       ],[False False False  True  True],[ 0.56333466  0.33710648 -0.79841017  0.41508252 -0.14368071]
CN(C)C(=O)c1ccccc1O,"[-15.796047    4.5011044  -9.426388  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.6633317   0.29396989 -0.97034944 -0.84364258 -0.3059867 ]
O=C(O)C1CSCN1,[-9.815864   2.1779406 -8.519487  ...  0.         0.         0.       ],[False False False False  True],[-0.15917335  0.6664423  -0.94619463 -0.08627533 -0.16141907]
CC(CC=O)CC(C)(C)C,[  3.858824 -10.249325  10.82028  ...   0.         0.         0.      ],[False False False False  True],[ 0.66070001  0.28774259  0.25144623 -0.94321237 -0.40088692]
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC1=O,"[-15.075598  -13.839418   -4.7556634 ...   0.          0.
   0.       ]",[ True False False False False],[-0.17803105  0.87778496  1.00933741 -0.60228878  0.28759624]
CNC(=O)Oc1cccc(C(C)C)c1,[ 12.725283 -56.04667   38.081036 ...   0.         0.         0.      ],[False False False False  True],[ 0.47038604  0.56705183 -0.70837837 -0.81684572  0.68115299]
COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,[15.962761  2.131174  9.949114 ...  0.        0.        0.      ],[False  True False False False],[ 0.63938248  0.34239291 -0.90119324 -0.58064148  0.25383281]
CON=C(C)C(=NOC(=O)N(C)Sc1ccc(C(C)(C)C)cc1)C(=O)N(C)C,"[ 0.82341766 -0.6745992  -3.0468612  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.52531329 -0.22121034 -0.45613422 -0.89521158  0.70421286]
N#Cc1ccc(NCC(F)(F)c2ccc(F)c(F)c2)c(F)c1CC(=O)NCCONC(=N)N,[ 5.3965664 -8.857247   1.5938437 ...  0.         0.         0.       ],[ True False False False False],[-0.2407718   0.74804204  0.2964675   0.83288072 -0.13405119]
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,[-9.435625   0.0785296 -2.6483293 ...  0.         0.         0.       ],[ True False False False  True],[ 0.37273687  0.97835815 -0.73946829 -0.16833875  0.36496674]
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4cccc(C(=O)O)c43)CC2)cc(=O)n(C)c1=O,[-8.310682  -1.0340681  2.1995964 ...  0.         0.         0.       ],[ True False False False False],[-0.16809428  0.49296134 -0.93133027 -0.9061771  -0.65765315]
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,[ 19.938852 -16.27831   10.662342 ...   0.         0.         0.      ],[False False False False  True],[-0.10525757  0.71759055 -0.94920125 -0.97527948 -0.28736142]
ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,[ 11.90343  -13.731932   9.392725 ...   0.         0.         0.      ],[False False False False  True],[ 0.37572646  0.1168308   0.06857639  0.24796323 -0.07361419]
CC(C(=O)COC(=O)c1ccncc1)c1ccc(-c2ccccc2F)cc1,[-22.723694  -0.756485  -9.934387 ...   0.         0.         0.      ],[False False False False  True],[ 0.61590047  0.72672138 -0.33585751 -0.89348296 -0.02394678]
Nc1ccc2ccc3cccc4ccc1c2c34,[-8.614226  -4.3172283  5.227891  ...  0.         0.         0.       ],[False False False False  True],[ 0.32681251  0.98261909 -0.93524646 -0.90697424 -0.10554324]
CNC(=O)C(Cl)C(C)=O,"[-14.190382    2.677937   -5.4273214 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.47624647  0.68777273 -0.9261285  -0.85558132 -0.09578714]
CC(=O)O,"[ 0.13285089 -0.6377766   2.516133   ...  0.          0.
  0.        ]",[False False False False  True],"[-4.85457909e-01 -2.09856460e-04 -9.38025682e-01  8.08439524e-02
 -5.70731707e-01]"
CCOP(=S)(OCC)OCCS(=O)(=O)CC,[-11.451832   8.729127  -7.459064 ...   0.         0.         0.      ],[False False False False  True],[ 0.15695779  1.01091521 -0.86619444 -0.33567937  0.427051  ]
CC1(C)COCCO1,"[-10.886288    2.0020032   2.3119457 ...   0.          0.
   0.       ]",[False False False False  True],[-0.31871184  0.90738516 -0.95059652 -0.52997733 -0.4248337 ]
Cc1nc2sccn2c1C=NNC(=O)CN(C)C,[-5.1839914  0.8007816  2.9210846 ...  0.         0.         0.       ],[False False False False  True],[ 0.50372214  0.98522665  0.1198786  -0.79337296 -0.13215078]
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,"[-12.642223    2.830769   -1.9314516 ...   0.          0.
   0.       ]",[False False False False  True],[-0.25209611  0.48102118 -0.34230675 -0.88094197  0.28470067]
C=CCN,[ 24.776688 -37.03357   17.025236 ...   0.         0.         0.      ],[False False False False  True],[ 0.39514985 -0.93973412 -0.6955269  -0.68942332  0.08957871]
CCCCCCCCCCCCCCCCCC1=NC(C)(C)CC(C)N1,"[ -3.4478612   9.132755  -14.011442  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.1591468   0.58447028 -0.94121601 -0.81183336  0.14323725]
CC(CO)CCO,[-6.099556   1.9782338 -1.0767698 ...  0.         0.         0.       ],[False False False False  True],[-0.46529087  0.96568929 -0.92775271  0.16440359 -0.56141907]
CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,"[-10.083804     6.097913    -0.37756544 ...   0.           0.
   0.        ]",[False  True False False False],[-0.28374278  0.6366322  -0.9334458  -0.88519807 -0.16843608]
O=C1CCCCCN1,"[ 2.038623   -4.741852    0.35095453 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.37572742 -0.57104874 -0.86998043 -0.78539291 -0.25498891]
CC(O)c1cccc(N)c1,"[-5.2902203   7.7452707   0.29360533 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.35612477  0.89408817 -0.85953239 -0.87034966 -0.39911308]
CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])c(C)c1,[-2.4016035  5.8010635  2.7252524 ...  0.         0.         0.       ],[False False False False  True],[ 0.09809234  0.67699889 -0.91445952 -0.08627533  0.84922395]
O=C(Nc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12)c1ccccc1,"[ 14.118458  -10.596543    4.8980174 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.11395884 -0.70477751 -0.78163794 -0.80936506  0.47228381]
Cc1ccc(CNC2=NCCS2)cc1,[-8.569345  14.999432   3.6784186 ...  0.         0.         0.       ],[False False False False  True],[ 0.7409867   0.75744536 -0.96188834 -0.94591253  0.20709534]
CCCCCOc1ccc(Br)cc1COCCN(CC)CC,[9.173948  2.3549387 4.7232738 ... 0.        0.        0.       ],[False False False False  True],[ 0.64951253  0.4724078  -0.49420682  0.74932108  0.23059867]
C=CN(C)N=O,[18.901583  -2.5092676  7.1596613 ...  0.         0.         0.       ],[False False False False  True],[ 0.43849351  0.41005968 -0.29370358 -0.08627533  0.44745011]
CCOP(=S)(OCC)SCCS(=O)(=O)CC,[-7.8668194  4.6225348 -2.4346929 ...  0.         0.         0.       ],[False False False False  True],[-0.19662717  0.72651357 -0.95026163  0.41508252  0.91574279]
OC(c1ccccc1)c1ccccc1,[  8.41317    4.107153 -14.409504 ...   0.         0.         0.      ],[False False False False  True],[-0.37592637  0.35910548 -0.4602043   0.24796323 -0.4345898 ]
NC(=O)CN1CC(O)CC1=O,"[-10.716068   -1.7703954 -18.533566  ...   0.          0.
   0.       ]",[False False  True  True False],[ 0.51205774  0.97130902 -0.83611533 -0.37873407 -0.25096572]
Cc1c(CN(C)C(=O)/C=C/C2=CNC3=[NH+]C(=O)CCC3=C2)oc2ccccc12,[-1.8349857 -7.9604053  5.63726   ...  0.         0.         0.       ],[False False  True False False],[ 0.77648131  0.93257287 -0.87253414 -0.89771952 -0.8516941 ]
CCCCCCCC(=O)NO,[-4.732621  13.3366165  3.359196  ...  0.         0.         0.       ],[False False False False  True],[ 0.29787267  0.69609639 -0.51571208 -0.72569935 -0.60886918]
CCN(CC)CCNC(=O)c1ccc(N)cc1,"[-12.003755     0.16890478  -7.280194   ...   0.           0.
   0.        ]",[False False False  True  True],[ 0.69097594 -0.44774669 -0.30124073 -0.74639649 -0.20576497]
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,[-6.5047135  1.2169325 -2.4565656 ...  0.         0.         0.       ],[False False False False  True],[ 0.11108063 -0.00531575 -0.71961203 -0.08627533 -0.07494457]
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[-23.09792  -28.408558  18.03716  ...   0.         0.         0.      ],[False False False False  True],[ 0.66196466  0.11223961 -0.9189525   0.41508252 -0.29223947]
Cc1ccc(C)cc1,[12.780571 -8.112489  8.608765 ...  0.        0.        0.      ],[False False False False  True],[ 0.43431339 -0.57104874 -0.869976   -0.20896175 -0.5405765 ]
C=Cc1ccc(C)nc1,[-6.833658  -2.7221594 -4.31975   ...  0.         0.         0.       ],[False False False False  True],[ 0.52101939  0.98262715 -0.82304811 -0.1677123  -0.23813747]
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,"[ 17.958736   -7.8100567 -20.930271  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.55449026  0.71770763 -0.93943638 -0.92951468  0.33259424]
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,[ 1.6002748  0.8341144 -1.5595596 ...  0.         0.         0.       ],[False False False False  True],[-0.12927434  0.72994574  0.27906947 -0.57728887 -0.36407982]
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,[12.227645 -9.127922  4.856163 ...  0.        0.        0.      ],[False False  True False False],[-0.12058807  0.75063897 -0.7693475  -0.89289111  0.86937713]
COCCC#Cc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N3CC(F)(F)CN=C32)c1,"[-24.48403     -0.04912257  -4.0858717  ...   0.           0.
   0.        ]",[False  True False False False],[ 0.27778325  0.8676514  -0.82943712 -0.88161165  0.1413788 ]
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,[-8.0063095  9.835733  -2.1831472 ...  0.         0.         0.       ],[ True  True False  True False],[-0.38711869  0.4310192  -0.95290187 -0.86337999 -0.10503453]
CCOC(=O)c1cnc2n(c1=O)C(C)CCC2,"[-10.296376   -0.7315407  -2.51712   ...   0.          0.
   0.       ]",[False False False False  True],[ 0.0844258   0.81975403 -0.94552076 -0.33311166 -0.22793792]
CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)[O-])(CC3)CC4)nc2n(CCC)c1=O,[-4.80569  -6.361828 -4.010483 ...  0.        0.        0.      ],[False False  True False False],[ 0.7433081   0.38133336 -0.7723824   0.41508252 -0.4477227 ]
CC(=O)OC(C)C,"[ 14.228014  -12.480428    2.6495147 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.24617982  0.51830673 -0.98023367 -0.65887154 -0.44966741]
COC(=O)N(CCCl)N=O,[ 6.5699487  5.2387342 -9.221582  ...  0.         0.         0.       ],[False False False False  True],[ 0.09488204  0.38804739 -1.00370195  0.41508252  0.6097561 ]
O=NN(Cc1ccccc1)Cc1ccccc1,[15.159805  -0.5231943  1.7301722 ...  0.         0.         0.       ],[False False False False  True],[ 0.3967135  -0.051388   -0.82055244 -0.2877593  -0.06474501]
C#CC(C)(C)NC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,[ 21.550283 -13.651609  13.257879 ...   0.         0.         0.      ],[False False False False  True],[ 0.22377292  0.99372044 -0.88330383 -0.86890492  0.07982262]
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,[ 2.7595356  8.030776  -4.9892235 ...  0.         0.         0.       ],[False False False False  True],[ 0.03780678 -0.56079648 -0.66186272 -0.93129811 -0.04833703]
Cc1onc(-c2c(Cl)cccc2Cl)c1CC(=O)NCc1ccc(OCC(F)(F)F)nc1,[-6.860832   3.3539011  7.2269335 ...  0.         0.         0.       ],[False  True False False False],[-0.94401094  0.94977843 -0.82053161 -0.22577365  0.10406125]
O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]4[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]5[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]6[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]7[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,[-0.770108   4.132884  -5.3745804 ...  0.         0.         0.       ],[False False  True False False],[-0.08414373  0.88940417 -0.94840668 -0.92832339  0.53122808]
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,[-0.7348714 10.224331  -2.2829192 ...  0.         0.         0.       ],[False False False False  True],[ 0.16015809  0.42009427 -0.94155869 -0.53496564 -0.2345898 ]
CC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,"[ -2.1031833   3.7119884 -15.205387  ...   0.          0.
   0.       ]",[False  True False False False],[ 0.55818152  0.8971935  -0.96839365 -0.65244746 -0.34414497]
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,"[ 10.282184  -16.830101    7.9999876 ...   0.          0.
   0.       ]",[False  True False False False],[-0.16715951  0.85465288 -0.80269403 -0.65574804 -0.20589141]
OCC1CC2CCC1C2,[ 3.5968797 -6.186576   4.1352973 ...  0.         0.         0.       ],[False False False False  True],[ 0.01299703 -0.35354746 -0.92082587 -0.95330843 -0.28780488]
CCOP(=O)(OCC)OC(C)=CC(=O)OC(C)c1ccccc1,[ 7.1078715  6.261788  -3.4401155 ...  0.         0.         0.       ],[False False False False  True],[ 0.59847517  0.55086278 -0.91023234 -0.81744651  0.52150776]
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,[-3.1989145 -2.8200722  2.1431756 ...  0.         0.         0.       ],[False False False False  True],[ 0.40742079  0.94198295 -0.83075087 -0.8727086  -0.29844789]
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1,[3.3189058 1.3819196 7.575441  ... 0.        0.        0.       ],[False False  True False False],[ 0.06713613  0.98795745 -0.94233687 -0.97004902 -0.04302856]
O=C(Cl)C(Cl)Cl,"[-11.675724     0.01974308  -1.1386555  ...   0.           0.
   0.        ]",[False False False False  True],[ 0.26412718  0.98395823 -0.965535   -0.85311742 -0.3405765 ]
O=NN(c1ccccc1)c1ccccc1,[4.5337067 3.4807868 3.2423391 ... 0.        0.        0.       ],[False False False False  True],[ 0.45806217  0.81236536 -0.8654466  -0.26665605 -0.28691796]
CC(C(=O)O)c1ccc(-c2ccccc2F)cc1,"[ 15.266659  -11.638401    2.2778435 ...   0.          0.
   0.       ]",[False False False False  True],[-0.17837573  1.00130762 -0.08243967 -0.89613453  0.13924612]
Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1,[-5.808065  -2.6676052 -5.4001484 ...  0.         0.         0.       ],[False False  True False False],[ 0.23613137 -0.93973412 -0.97268589 -0.63961563 -0.17820776]
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,"[21.00663    -0.26630735 -0.72039825 ...  0.          0.
  0.        ]",[False False False False  True],[-0.16769565  0.99196357  0.51796768 -0.81789814 -0.42926829]
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,[-2.116499   2.6565168 -1.4331824 ...  0.         0.         0.       ],[False False False False  True],[ 0.66119822  0.65721259 -0.95330082 -0.85158791 -0.1210643 ]
CC(C)NC(=N)NC(C)C,"[-15.749713    19.399405     0.93018353 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.50006586  0.96700884 -0.44530022 -0.88813526 -0.37649667]
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1cc(Cl)c(F)cc1-c1ccnnc1,[-5.861203   6.4580936 -3.2066169 ...  0.         0.         0.       ],[False  True False False False],[ 0.24507849  0.97872969 -0.67185466 -0.75193062 -0.50398153]
CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,[12.98999   -8.823824  -3.1848483 ...  0.         0.         0.       ],[False False False False  True],[ 0.73884304  0.85369468 -0.97495387 -0.79717176 -0.11840355]
CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)N(C)C(C)=O,[ 6.824857 10.449701 -6.164461 ...  0.        0.        0.      ],[ True False False False False],[ 0.49773569  0.37832241 -0.86237447  0.16440359 -0.20297694]
