Drug,Caco2_Wang,PPBR_AZ,VDss_Lombardo,Half_Life_Obach,LD50_Zhu
CC(C)NCC(O)COc1cccc2[nH]ccc12,,,,2.2,2.975
C=C(C)C=NOC(=O)NC,,,,,3.255
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](N)C(C)C)c1,-5.3000002,,,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,1.6,
OCCCCO,,,,,1.7719999999999998
Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,-4.52,,,,
N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)c1,-7.0,,,,
CCCCN(CCCC)N=O,,,,,2.12
CCCCn1c(C)cc(=NC(=O)c2ccccc2O)n1-c1ccccc1,,,,,2.589
CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)CC1C[NH3+],,,3.52,,
C=Cc1ccccn1,,,,,3.022
O=c1c(F)cn(C2CCCO2)c(=O)n1C1CCCO1,,,,,2.194
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,,97.95,,,
CCOCC(O)COC(C)C,,,,,1.511
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,,,,11.0,
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,2.481
CC(=O)c1ccc2oc3ncccc3c(=O)c2c1,,,,,2.154
C.CC(C)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3F)cc21,-5.3000002,,,,
CON=C(C)C(=NOC(=O)N(C)SSC(C)(C)C)C(=O)N(C)C,,,,,4.261
ClCC(Br)CBr,,,,,3.143
Fc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,,,,,5.11
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,-5.4105153,,,,
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,,,1.1,
COc1ccc(N)cc1Cl,,,,,2.457
O=c1oc2ccccc2c2ncccc12,,,,,1.994
O=C(NC1(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2s1,-5.0478787,,,,
CCOP(=S)(OCC)SCSC(C)(C)C,,,,,5.256
CSCCC(O)C(=O)O,,,,,1.635
FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,,,,,5.0
C=C1NC(N)=Nc2c1ncn2COCCOC(=O)[C@H](N)CO,-5.329999900000002,,,,
CCOC(=O)c1ccc(O)cc1,-4.8102908,,,,
CC(O)CC(C)O,,,,,1.181
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,,,,,2.758
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)[O-],,,0.09,,
O=C([O-])CCNC(=O)c1ccccc1,,,0.28,,
Nc1nc2ccc(Cl)cc2o1,,,,,2.873
Cc1ccc([N+](=O)[O-])cc1,,,,,1.845
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C)CC1,,69.61,,,
Nc1cccc2c(Cl)ccc(Cl)c12,,,,,1.784
CCN(CC)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,,,,,4.58
CC(C)=NN=C(C)C,,,,,2.424
CCOC(=O)C(CC)(CC(=O)OCCN(CC)CC)c1ccccc1,,,,,3.339
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,98.54,,,
C=CCN(CC=C)CC=C,,,,,2.125
COc1ccc2oc(N)nc2c1,,,,,2.215
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,,0.94,,
Cc1cc(S(=O)(=O)O)cc(C)c1O,,,,,1.883
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,,,,1.9,
CCCCOC(=O)n1c(Br)nc(Br)c1Br,,,,,3.964
CCOc1cc2c(cc1OCC)C1CC(=O)C(CCC#N)CN1CC2,,,,,2.642
CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,,,,,2.4459999999999997
COc1c(OP(=O)(OC(C)C)OC(C)C)cnn(C)c1=O,,,,,5.227
C1NNCN2CNNCN12,,,,,2.56
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,,,,,1.608
Oc1ccc(O)c2[nH]c(C(F)(F)F)nc12,,,,,3.876
CC(=O)c1ccccc1,,,,,2.169
CC1NC(=O)c2ccccc2O1,,,,,2.202
CCC(=O)OCCOc1ccccc1,,,,,1.645
FC(F)(F)c1ccc(Cl)cc1,,,,,1.143
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,,,,,2.641
CCNC(=O)Nc1nc2cc(-c3cccnc3)ccc2[nH]1,,98.21,,,
O=CC(O)C(O)C(O)CO,,,0.23,,
O=CC=Cc1ccccc1,,,,,1.775
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,91.28,,7.4,1.4269999999999998
CN=c1oc2ccccc2n1C,,,,,2.21
C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,,,14.4,,
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,,,,,1.982
ON=C1C=CC(=NO)C=C1,,,,,2.474
O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2)[nH]1,,92.95,,,
C[NH+]1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)[O-])C(O)C(O)C2O)C=CC3C1C5,,,0.12,,
CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,,,,,2.48
C=COCCCC,,,,,1.001
Fc1c(Br)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Br,,,,,4.8
c1ccc(Oc2nncc3ccccc23)cc1,,,,,2.347
CCCCCCCCCC[NH2+]CCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,,,0.11,,
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,,,,,2.366
O=C(O)COCC(=O)O,,,,,2.428
CCOc1ccc(NC(=O)CC(C)=O)cc1,,,,,3.099
CC(=O)OC(C)=O,,,,,1.759
Oc1ccccc1,,,,,2.4730000000000003
C=CC(=O)OCCN(C)C,,,,,2.498
COc1cc2c(cc1OC)C1CC(=O)C(CCC#N)CN1CC2,,,,,2.705
CC(C)=CCCC(C)CCOC=O,,,,,1.341
CCC1(CC)C(=O)C=CN(CN2CCOCC2)C1=O,,,,,2.135
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,,,,15.0,
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,,,,,3.273
CC(=O)O[C@H]1C[C@]2(C)CC[C@H]3[C@@H]4C[C@H](N5CC[N+](C)(C)CC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],,,,1.9,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)[O-])SCCS2,,,0.43,,
CC(C)CCOc1ccc(N)cc1,,93.24,,,
O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,,96.93,,,
CCc1ccccc1C=CC(O)=S,,,,,2.33
CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,,94.68,,,
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,,,,,1.994
CCCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,,,,,1.971
CCCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,2.768
C=C(OP(=O)(OCC)OCC)P(=O)(OC)OC,,,,,3.222
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,,,,,3.693
C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,,31.87,,,
Cc1nc(C(C)C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,,97.81,,,
O=C(O)c1cn(Cc2ccccc2)c2cc(N3CCNCC3)c(F)cc2c1=O,,70.1,,,
CCCCCCCC=O,,,,,1.357
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,,,1.9,25.0,2.878
CCNc1nc(Cl)nc(NCC)n1,,,,,2.3169999999999997
CC(Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+],,,0.6,,
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,,,,,2.423
COC(C1=NCCCN1)c1ccc2ccccc2c1,,,,,2.767
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,,,,,3.0860000000000003
CC(C)NC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2c(N)scc12,,99.01,,,
NC12CC3CC(CC(C3)C1)C2,,,,16.0,2.225
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,,,,,3.198
CCCCC(CC)COC(N)=O,,,,,1.74
CN1CCOC1,,,,,2.324
Oc1ccc(C2=CCCCC2)cc1,,,,,1.789
CC(CO)c1ccccc1,,,,,1.7719999999999998
CCNC(=O)CSP(=S)(OC)OC,,,,,3.2889999999999997
CCOP(=S)(OCC)SCc1nnc(CC)o1,,,,,4.442
CC=CC(=O)OC(=O)C=CC,,,,,1.736
COP(=O)(OC)SC(C)(C)C,,,,,3.495
CC(C)CNCC(=O)NN=Cc1ccc([N+](=O)[O-])o1,,,,,2.93
CCCc1cc(=O)[nH]c(=S)[nH]1,,40.89,0.34,1.3,1.934
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,0.98,2.1,
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,99.87,,,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)[O-])CC2CCCCC21,,,0.25,,
BrC=Cc1ccccc1,,,,,2.166
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,98.51,,,
Cc1nc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)no1,,98.0,,,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,,,,1.6,
COc1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,,,,,1.507
COP(=S)(OC)Oc1ccc2c(C)cc(=O)oc2c1,,,,,4.284
CCCCCCO,,,,,2.1519999999999997
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)[O-],,,1.7,,
CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CCO2,,92.48,,,
CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,,,,,1.658
CC=O,,,,,1.824
CCCCCCCCCOC(=O)C1=CNC=C(C(=O)NC2CCCC2)C1c1ccccc1[N+](=O)[O-],,,,,4.684
COc1ccc(O)c(C(C)(C)C)c1C(O)c1ncc([N+](=O)[O-])n1C,,,,,1.693
NC(=O)c1cc(C(=O)CBr)ccc1O,,,,,2.509
CCOC(=O)C(C(C)=O)C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,,,3.429
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,,,1.51,,
Cc1ccc(/C(=C/CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,-5.720623000000002,,,,
CCCc1nc(C)cc(OP(=S)(OCC)OCC)n1,,,,,3.0669999999999997
Nc1cc(Cl)c(N)cc1Cl,,,,,2.005
CN(Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,4.302
CCN(CC)c1ccc(C=O)c(O)c1,,,,,1.932
COP(=O)(CSSCP(=O)(OC)OC)OC,,,,,3.6
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,,,,,2.372
C/C=C(\C)C(=O)O[C@H]1[C@@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,-4.579999900000002,,,,
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,,,,2.79
CNC(=O)/C=C(/c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,-5.1500001,,,,
CCCCCCOc1ccc(NNC=O)cc1,,,,,2.518
CSC(C)(C)C=NO,,,,,2.254
O=c1[nH]cnc2[nH]ncc12,,,0.58,,
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,,,,,4.3469999999999995
C=C(C)C(=O)OCCCC,,,,,0.799
CCC(C)N(C(=O)c1ccc(Cl)c(Cl)c1)C(C)CC,,,,,2.319
CCCCSP(SCCCC)SCCCC,,,,,2.516
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,,,,3.1
CCSCCSP(=S)(OC)OC,,,,,3.789
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,,,,0.75,
CCOP(=S)(OCC)SCS(=O)(=O)CC,,,,,5.235
CCOC(=S)C=Cc1ccc(Cl)cc1,,,,,2.378
CCCc1ccc(O)cc1,,,,,2.435
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,,,,12.0,
CCN(N=O)C(C)C,,,,,2.024
CCN(CC(=O)OCC(F)(F)F)c1cccc(C)c1,,,,,2.161
CCOP(=O)(OCC)SCc1nnc(SC)s1,,,,,3.0610000000000004
CCCCOC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,3.0210000000000004
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,,,,,2.088
O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,,,,1.702
Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,,99.6,,,
O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,,,,,1.538
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,,,,2.4,
CCOC(=O)C1CC2CCC1C2,,,,,1.379
C1C[SiH2]C1,,,,,1.671
c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,,,,,3.599
CCN(CC)N=Nc1cccnc1,,,,,2.929
ClCCN(CCCl)CCCl,,,,,4.612
CCN1CCNCC1,,,,,1.724
C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O,,,,,2.075
COC(=O)OC(=O)OC,,,,,2.7119999999999997
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,,,,,3.062
CN1C(=N)N[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)CC1=O,,91.64,,,
NC(=O)C(c1ccccc1)c1ccccc1,,,,,2.5469999999999997
O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,,,,,2.636
CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,,,,,2.167
CCOc1ccc(-n2c([C@@H](C)N(CC3CCN(C)CC3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,,87.11,,,
O=C(Oc1ccccc1)c1ccccc1O,,,,,1.854
CCOP(=S)(OC(C)C)Sc1nc(C)cc(C)n1,,,,,3.654
Cc1nnc(-c2ccccc2)c(=O)n1N,,,,,2.145
CSCCC(O)C#N,,,,,3.437
CC1CNCC(C)O1,,,,,1.61
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,,,1.6,
CCOC(=O)C(=O)OCC,,,,,2.563
Cc1ccc(C)[nH]1,,,,,3.208
CCCCC(C#N)(Cn1ccnc1)c1ccccc1,,,,,2.202
COCc1ccc2c(C(C(=O)NS(=O)(=O)c3ccc(C)cc3OC)c3ccc4c(c3)OCO4)cn(C)c2c1,-5.3005152,,,,
C=CC(=O)OCCCl,,,,,2.8739999999999997
COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,2.525
O=[N+]([O-])c1ccc(O)c(CNCCCl)c1,,,,,3.965
O=c1oc2cc(Cl)ccc2n1CO,,,,,1.853
CCC1(c2cccc(O)c2)CCCCN(C)C1,,,,1.7,
O=C(Oc1cccc(O)c1)c1ccccc1,,,,,2.127
CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,,,,,1.435
Clc1cccc(C(Cl)(Cl)Cl)n1,,,,,2.39
COCC(C)OC(C)=O,,,,,1.19
O=NN(C1CCCCC1)C1CCCCC1,,,,,1.624
CC(C)OP(=S)(OC(C)C)SCn1nc(Cl)ccc1=O,,,,,3.2739999999999996
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,,,,,2.2
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,,,,,1.941
CCCCCCCCC(CC=CCl)CCCN,,,,,2.294
COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1,,99.34,,,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,,,820.0,
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,,,2.08,,2.843
FC(F)(F)c1ccc(Cl)cc1Cl,,,,,2.0
Cc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,,,,,4.81
O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,,66.1,,,
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,-5.380000099999998,,,,
CCN(CC)CC#N,,,,,2.846
CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,,,,,2.431
O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,,,,,3.2060000000000004
CCOP(=O)(OCC)SC(C)C,,,,,3.074
Nc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,,,,,1.65
CCN(CC)C(=O)c1ccc(C)cc1,,,,,1.92
O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,,98.33,,,
C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N,-4.8885694000000015,,,,
C#CCOc1ccc(N)cc1C(=O)NCCCC,,,,,2.455
Cc1cccc(C)c1O,,,,,2.616
CN1C2CC[C@@H]1CC(OC(c1ccccc1)c1cccc(Cl)c1)C2,-4.662271,,,,
O=C1c2ccc(O)c(O)c2C(=O)c2c(Nc3ccc(O)cc3)ccc(Nc3ccc(O)cc3)c21,,,,,1.958
CNC(=O)Oc1ccc(O)c2ccccc12,,,,,2.261
COC(=O)C1CCc2cc(C3CCCCC3)ccc21,,,,,3.0069999999999997
CC(=O)CC(C)=O,,,,,3.26
CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,-5.3665314,,,,
NCCCC1(CCCN)c2ccccc2-c2ccccc21,,,,,2.655
CCCCOC(=O)c1ccc([N+]([O-])=Cc2ccc(N(CC)CC)cc2)cc1,,,,,2.186
COc1cc(OC)c(S(=O)(=O)N(C)c2ccccc2)cc1NC(C)=O,,82.05,,,
C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,,,,,2.248
CC(C)Oc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,,95.12,,,
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,,82.39,,,
CCN1CN(CO)C(=O)N(CO)C1,,,,,1.362
CCC(CC)COCCOC(=O)CCC(=O)OCCOCC(CC)CC,,,,,2.055
CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,,,,,3.533
CC(C)Cc1cccc2c(CC(=O)O)cccc12,,,,,2.6060000000000003
Nc1nncs1,,,,,2.602
CCCCSCCCC,,,,,1.819
O=C(Nc1ccccc1Cl)c1cc[nH]n1,,93.39,,,
O=C1c2cccc3c2C(CCC3)CN1C1C[NH+]2CCC1CC2,,,6.3,,
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,,,,,2.363
CCCCC(CC)CO,,,,,1.803
CC(=O)NCC1CN(c2cc(F)c(-c3ccncc3)c(F)c2)C(=O)O1,-4.29,,,,
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,,,,,2.6830000000000003
Cc1cnccc1N,,,,,2.385
CCOC(=O)CC(C)=O,,,,,1.515
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,,,,,3.353
C=CCOC(=O)Cc1ccccc1,,,,,2.4330000000000003
CCC(C)(C)NC(N)=NC#N,,,,,2.7110000000000003
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,,,,,2.122
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,,,,,2.171
CCCCCCCCCCCCc1ccccc1O,,,,,2.097
CCCCC(CC)(CO)CO,,,,,1.5019999999999998
N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,,98.54,,,
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,,,,,2.252
CCN(C)C(=O)Oc1cccc(C(C)[NH+](C)C)c1,,,1.3,,
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,,,,,2.345
c1cc2c(cc1C1CO1)O2,,,,,1.676
CCNc1nc(NC(C)C)nc(OC)n1,,,,,2.1590000000000003
O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1,,97.81,,,
Nc1nc(O)c2ncn(COC(CO)CO)c2n1,,,,3.7,
CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)[O-])C1,,,0.17,,
CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)C=C(C)C,,,,,2.667
COP(=O)(OC)Oc1ccc(Cl)cc1Cl,,,,,2.734
CC(=O)N(CCC(CC[NH+]1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,,,2.6,,
CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1,,86.85,,,
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,,,,0.35,
CSc1nnc(C(C)(C)C)c(=O)n1N,,,,,2.29
Cc1oncc1C(=O)N1CCCCC1,,,,,2.195
O=C(O)C1CCCCC1(O)c1ccccc1,,,,,2.147
CCOCCCO,,,,,1.173
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,,94.56,,,
COc1ccc(-c2c(C(=O)N3CCC[C@H]3CO)cc3cccnn23)cc1,,89.05,,,
CCOC(=O)CCC#N,,,,,1.091
C#CC(C)N(C(=O)CCl)c1ccccc1,,,,,2.278
CN1CCN(N=O)CC1,,,,,3.111
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,-5.7979398,,,,
Nc1ccc2ccccc2c1S(=O)(=O)O,,,,,1.061
N#Cc1c(-c2ccc(-c3ccncc3Cl)cc2)nc2ccncc2c1O,,99.45,,,
CC1(N)CCC(C(C)(C)N)CC1,,,,,2.384
O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,,91.1,,,
CCN(N=O)C(=O)NC(C)=O,,,,,2.461
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,,95.53,,,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,,,3.2,,
COc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1OC,,97.81,,,
Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(N)=O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,96.42,,,
CC(C)(C#N)C(C)(C)C#N,,,,,3.5439999999999996
Clc1ccncc1,-4.220202,,,,
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,,,,,1.692
COc1ccc(-c2ccc(=O)n(CC(=O)N(C)C(C)Cc3ccccc3)n2)cc1,,,,,2.525
C=CC=COC,,,,,1.594
CCN(N=O)C(=O)NC(N)=O,,,,,2.1830000000000003
CN(C)N=Nc1ccc(-c2ccccc2)cc1,,,,,2.812
CCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,,,,,4.012
CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,,,,,4.996
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,,,2.04,,
CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,,,,,2.387
CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,,98.61,,,
Nc1ccc([N+](=O)[O-])cc1Cl,,,,,1.429
